Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
05/09/2016,01:33:34,-62.5795,165.344,Earthquake,10.0,1.8,,5.5,MWB,0.083,14.0,66.0,15.056,10.5,1.46,US10005G1A,US,US,US,Reviewed
05/13/2016,07:01:10,30.659,66.3878,Earthquake,10.0,1.8,,5.5,MWB,0.055,32.0,33.0,4.472,8.0,0.95,US10005H1J,US,US,US,Reviewed
05/27/2016,03:46:51,27.6887,128.5829,Earthquake,10.0,1.9,,5.5,MB,0.067,76.0,152.0,0.893,8.5,0.92,US20005YDI,US,US,US,Reviewed
06/17/2016,21:26:18,-11.6148,166.37,Earthquake,45.64,4.3,,5.7,MWB,0.041,58.0,42.0,6.675,7.9,0.74,US20006567,US,US,US,Reviewed
07/08/2016,04:28:43,-0.4071,-80.8075,Earthquake,7.1,2.7,,5.5,MWB,0.06,27.0,30.0,2.218,5.1,0.87,US100061TJ,US,US,US,Reviewed
07/10/2016,02:32:42,-35.8108,-103.2511,Earthquake,10.0,1.7,,5.6,MWB,0.073,18.0,46.0,10.092,10.6,0.65,US100062B1,US,US,US,Reviewed
07/15/2016,10:16:55,-28.176,-176.3523,Earthquake,10.0,1.7,,5.6,MWB,0.068,21.0,44.0,1.747,8.8,0.95,US20006EWT,US,US,US,Reviewed
07/15/2016,18:02:49,35.2083,-35.2241,Earthquake,16.01,3.9,,5.5,MWB,0.035,77.0,52.0,6.593,9.3,0.76,US20006F14,US,US,US,Reviewed
07/23/2016,08:51:59,14.8899,-103.5251,Earthquake,10.0,1.8,,5.5,MB,0.041,210.0,83.0,3.348,7.8,1.03,US20006H2E,US,US,US,Reviewed
07/24/2016,14:10:51,0.915,-28.9702,Earthquake,10.0,1.8,,5.7,MWB,0.033,89.0,27.0,9.631,8.8,0.62,US20006H9G,US,US,US,Reviewed
07/25/2016,09:00:28,-49.4245,126.3706,Earthquake,10.0,1.8,,5.5,MB,0.093,40.0,53.0,15.883,11.7,0.99,US100068C5,US,US,US,Reviewed
07/26/2016,05:49:19,-0.2711,-18.6431,Earthquake,10.0,1.7,,5.9,MWB,0.032,94.0,38.0,8.573,8.1,1.18,US20006HNX,US,US,US,Reviewed
07/29/2016,21:26:59,18.7561,145.4878,Earthquake,187.78,5.1,,5.6,MB,0.043,191.0,33.0,3.507,10.0,0.71,US100069RR,US,US,US,Reviewed
08/14/2016,04:09:48,-27.348,-176.2612,Earthquake,10.0,1.7,,5.5,MB,0.037,258.0,31.0,2.394,4.5,0.96,US10006DPP,US,US,US,Reviewed
08/15/2016,02:59:01,-15.6542,-72.0092,Earthquake,20.0,1.8,,5.5,MWB,0.058,29.0,95.0,3.095,7.7,0.85,US10006DU3,US,US,US,Reviewed
08/19/2016,07:36:02,-55.335,-30.7714,Earthquake,10.0,1.8,,5.7,MB,0.13,21.0,112.0,3.471,8.3,1.03,US10006GI2,US,US,US,Reviewed
08/19/2016,20:37:16,-55.201,-32.1126,Earthquake,6.79,3.1,,5.5,MWB,0.062,25.0,45.0,2.697,7.6,0.72,US10006F9K,US,US,US,Reviewed
08/23/2016,19:40:47,-7.2131,122.5391,Earthquake,520.29,5.1,,5.8,MB,0.058,109.0,13.0,6.134,8.7,0.88,US10006GJ0,US,US,US,Reviewed
09/01/2016,16:47:15,-37.4395,179.4941,Earthquake,10.39,5.1,,5.5,MB,0.158,18.0,201.0,0.952,6.4,1.19,US10006JBT,US,US,US,Reviewed
09/01/2016,16:48:03,-37.2263,179.093,Earthquake,16.81,0.8,,5.5,MB,0.081,54.0,99.0,0.71,5.9,1.2,US10006JP4,US,US,US,Reviewed
09/01/2016,17:01:08,-37.0174,178.8907,Earthquake,10.0,1.7,,5.7,MB,0.062,93.0,37.0,0.716,8.8,0.97,US10006JC0,US,US,US,Reviewed
09/01/2016,19:18:32,-37.2309,178.6028,Earthquake,10.47,2.8,,5.5,MB,0.048,149.0,58.0,0.406,4.9,0.98,US10006JF5,US,US,US,Reviewed
09/01/2016,20:06:10,-37.3176,178.7148,Earthquake,10.0,1.8,,5.5,MB,0.068,75.0,72.0,0.406,9.5,1.0,US10006JFZ,US,US,US,Reviewed
09/02/2016,01:57:51,-55.3295,-30.9179,Earthquake,8.0,1.7,,5.5,MWB,0.062,25.0,25.0,3.389,8.9,0.92,US10006JJ6,US,US,US,Reviewed
09/02/2016,11:23:06,-19.5002,-173.7059,Earthquake,10.0,1.7,,5.5,MWB,0.052,35.0,27.0,3.594,5.6,1.32,US10006JMT,US,US,US,Reviewed
09/03/2016,14:04:48,20.2816,147.3955,Earthquake,10.0,1.8,,5.5,MB,0.039,231.0,49.0,5.241,8.0,0.68,US10006JZI,US,US,US,Reviewed
09/16/2016,18:38:05,-29.1551,60.9158,Earthquake,10.0,1.7,,5.5,MWB,0.062,25.0,18.0,9.226,8.7,0.59,US10006Q7U,US,US,US,Reviewed
09/17/2016,02:30:57,-4.4346,102.7537,Earthquake,59.05,4.1,,5.5,MB,0.049,145.0,39.0,0.214,8.1,0.8,US10006QBK,US,US,US,Reviewed
09/22/2016,16:07:27,-59.4722,-27.4883,Earthquake,8.0,1.7,,5.5,MWB,0.078,16.0,31.0,7.163,9.6,0.97,US10006RP9,US,US,US,Reviewed
10/05/2016,20:53:40,7.1427,-34.3336,Earthquake,10.0,1.8,,5.5,MWB,0.036,75.0,48.0,12.979,10.5,0.98,US20007C73,US,US,US,Reviewed
10/06/2016,20:57:09,-4.0427,-103.9169,Earthquake,10.0,1.8,,5.6,MWB,0.052,35.0,52.0,14.023,9.9,0.85,US20007CFA,US,US,US,Reviewed
10/10/2016,08:35:06,-15.372,-174.8198,Earthquake,10.0,1.8,,5.6,MWB,0.06,27.0,65.0,3.284,8.0,1.19,US20007D25,US,US,US,Reviewed
10/13/2016,20:40:51,-35.4987,-103.9926,Earthquake,10.0,1.7,,5.5,MWB,0.078,16.0,134.0,9.512,8.8,1.11,US20007DXQ,US,US,US,Reviewed
10/24/2016,01:55:07,-35.9934,-102.634,Earthquake,10.0,1.8,,5.5,MWB,0.061,26.0,41.0,10.54,10.8,1.03,US20007GB2,US,US,US,Reviewed
11/10/2016,12:24:10,-50.0472,114.3817,Earthquake,10.0,1.8,,5.7,MWB,0.054,33.0,50.0,16.4,11.9,0.88,US100076MA,US,US,US,Reviewed
11/12/2016,20:08:47,6.1142,-82.5906,Earthquake,10.0,1.8,,5.6,MWB,0.043,52.0,50.0,2.459,6.9,1.05,US1000775E,US,US,US,Reviewed
11/13/2016,11:12:39,-42.4063,173.6606,Earthquake,9.91,4.5,,5.7,MB,0.086,49.0,79.0,0.709,4.6,1.0,US10007798,US,US,US,Reviewed
11/13/2016,11:19:35,-42.2132,173.4319,Earthquake,10.0,1.9,,5.5,MB,0.169,12.0,81.0,0.597,2.6,1.07,US10007DB8,US,US,US,Reviewed
11/13/2016,11:33:46,-42.0511,174.3037,Earthquake,10.06,1.1,,5.8,MB,0.146,17.0,125.0,0.309,3.8,1.01,US10007DDW,US,US,US,Reviewed
11/13/2016,11:41:50,-41.6877,174.2061,Earthquake,14.59,2.1,,5.7,MB,0.092,42.0,40.0,0.061,4.6,1.11,US10007797,US,US,US,Reviewed
11/13/2016,14:01:02,-28.8598,-67.4611,Earthquake,108.78,2.6,,5.7,MWR,0.071,19.0,27.0,2.467,6.8,0.63,US100077AP,US,US,US,Reviewed
11/21/2016,08:31:38,-53.7502,140.5246,Earthquake,10.0,1.8,,5.5,MWB,0.071,19.0,47.0,10.844,9.4,0.62,US10007B3D,US,US,US,Reviewed
11/24/2016,22:31:02,55.2049,164.7541,Earthquake,35.0,1.8,,5.5,MB,0.021,821.0,30.0,4.204,4.7,0.75,US10007C5Y,US,US,US,Reviewed
11/25/2016,07:26:24,54.4632,160.5536,Earthquake,87.86,6.1,,5.6,MB,0.05,141.0,43.0,1.833,7.7,0.78,US10007C8B,US,US,US,Reviewed
11/28/2016,08:07:22,-41.8291,88.4676,Earthquake,10.0,1.8,,5.5,MWB,0.069,20.0,59.0,9.301,9.8,0.9,US10007CW9,US,US,US,Reviewed
12/01/2016,20:51:56,-35.2021,54.0219,Earthquake,10.0,1.8,,5.5,MWB,0.075,17.0,44.0,14.608,11.3,1.19,US10007E4N,US,US,US,Reviewed
12/03/2016,14:11:12,-22.6371,-176.3381,Earthquake,155.0,1.9,,5.5,MWB,0.068,21.0,98.0,6.962,10.6,1.35,US10007ELG,US,US,US,Reviewed
12/08/2016,17:46:24,-10.2234,161.0792,Earthquake,35.0,2.0,,5.7,MB,0.12,25.0,211.0,1.36,5.7,1.27,US200081AS,US,US,US,Reviewed
12/08/2016,21:48:34,-10.8691,161.2302,Earthquake,27.2,1.2,,5.5,MB,0.03,386.0,27.0,1.901,7.5,0.69,US20007ZBI,US,US,US,Reviewed
12/09/2016,19:13:23,-11.0704,161.4548,Earthquake,39.04,8.4,,5.5,MB,0.081,52.0,107.0,2.197,10.3,1.08,US200081IW,US,US,US,Reviewed
12/09/2016,19:43:24,-10.9719,161.3099,Earthquake,19.68,3.5,,5.5,MB,0.036,266.0,52.0,2.029,8.0,0.78,US20007ZM1,US,US,US,Reviewed
12/17/2016,11:22:40,-4.4244,153.5419,Earthquake,83.36,5.1,,5.6,MB,0.066,81.0,54.0,1.393,10.2,0.71,US200081VZ,US,US,US,Reviewed
12/18/2016,06:15:46,-34.9886,-107.8694,Earthquake,10.0,1.6,,5.5,MWB,0.11,8.0,65.0,27.654,11.9,0.8,US2000826E,US,US,US,Reviewed
12/18/2016,11:35:48,-10.1904,161.2187,Earthquake,57.52,5.2,,5.5,MB,0.048,147.0,92.0,1.458,8.8,0.79,US20008293,US,US,US,Reviewed
12/20/2016,20:07:53,-10.1549,160.7816,Earthquake,10.38,3.2,,5.5,MWB,0.048,41.0,19.0,1.087,7.0,0.7,US10007LIX,US,US,US,Reviewed
12/25/2016,14:32:13,-43.481,-74.4771,Earthquake,14.93,3.3,,5.6,MB,0.067,83.0,96.0,0.697,7.1,0.52,US10007MNB,US,US,US,Reviewed
12/30/2016,20:08:28,37.3973,141.4103,Earthquake,11.94,2.2,,5.5,MB,0.029,428.0,97.0,0.681,4.5,0.91,US10007NTD,US,US,US,Reviewed
